### ChExMix output
#Condition	Name	Index	TotalSigCount	SigCtrlScaling	SignalFraction
#Condition	SAMPLE	0	3649046.0	0.655	0.599
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	SigCtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	3649046.0	5052701.0	0.6554	0.599
#
#Point	SAMPLE_Sig	SAMPLE_Ctrl	SAMPLE_log2Fold	SAMPLE_log2Q	ActiveConds
chrec2:1467774	66.0	27.1	1.895	-6.248	1
chrec2:3797978	65.8	20.6	2.284	-6.249	1
chrec2:998340	65.6	11.7	3.099	-6.250	1
chrec2:3094303	65.5	29.9	1.742	-6.251	1
chrec2:1544299	65.0	12.5	2.993	-6.251	1
chrec2:2941648	93.0	97.4	0.542	-6.211	1
chrec2:3855889	75.9	75.7	0.613	-6.188	1
chrec2:3613406	67.1	64.7	0.661	-6.064	1
chrec2:3843284	64.9	6.0	4.052	-5.779	1
chrec2:3824347	64.8	60.7	0.704	-5.780	1
chrec2:497225	64.7	36.8	1.423	-5.781	1
chrec2:582860	64.4	6.2	3.987	-5.781	1
chrec2:1107354	64.3	24.3	2.016	-5.782	1
chrec2:1803497	103.7	113.9	0.474	-5.695	1
chrec2:1469573	63.8	15.9	2.610	-5.328	1
chrec2:1988815	63.7	19.7	2.306	-5.328	1
chrec2:3874048	63.3	11.6	3.063	-5.329	1
chrec2:2301249	63.3	13.7	2.820	-5.330	1
chrec2:1262573	63.2	48.8	0.984	-5.331	1
chrec2:1337045	107.7	123.3	0.414	-5.007	1
chrec2:2740084	62.3	28.6	1.733	-4.896	1
chrec2:180284	62.2	17.7	2.422	-4.896	1
chrec2:1401023	78.0	84.5	0.494	-4.761	1
chrec2:2596455	101.3	114.5	0.433	-4.727	1
chrec2:216306	61.8	35.4	1.412	-4.482	1
chrec2:2069465	61.2	54.3	0.783	-4.482	1
chrec2:2688581	61.2	26.9	1.798	-4.483	1
chrec2:4474947	114.9	137.1	0.354	-4.332	1
chrec2:1510974	60.7	12.7	2.872	-4.087	1
chrec2:3071810	60.7	57.5	0.686	-4.088	1
chrec2:2426729	60.3	19.4	2.244	-4.089	1
chrec2:780926	993.5	1410.0	0.105	-3.904	1
chrec2:4122807	128.2	158.3	0.305	-3.850	1
chrec2:2980606	59.8	42.3	1.110	-3.713	1
chrec2:3647190	59.4	32.5	1.477	-3.714	1
chrec2:3712351	102.2	124.0	0.330	-3.552	1
chrec2:2436251	125.3	156.5	0.289	-3.526	1
chrec2:3601408	59.0	22.7	1.989	-3.358	1
chrec2:3471547	58.9	28.9	1.635	-3.359	1
chrec2:2040930	58.3	54.4	0.708	-3.360	1
chrec2:3364281	58.2	17.6	2.333	-3.361	1
chrec2:1346270	58.2	17.7	2.328	-3.361	1
chrec2:2662985	99.2	122.9	0.301	-3.210	1
chrec2:2026997	123.8	157.5	0.262	-3.031	1
chrec2:3132672	58.0	17.3	2.351	-3.026	1
chrec2:1362675	57.9	6.6	3.744	-3.026	1
chrec2:1802159	240.9	328.8	0.161	-2.861	1
chrec2:2527315	56.1	19.1	2.166	-2.709	1
chrec2:2722619	112.9	148.6	0.214	-2.505	1
chrec2:3475237	66.1	85.0	0.247	-2.196	1
chrec2:1624605	53.7	31.5	1.379	-1.875	1
chrec2:3183982	53.0	3.9	4.375	-1.876	1
chrec2:1532036	52.2	2.2	5.158	-1.636	1
chrec2:579778	52.0	15.2	2.388	-1.637	1
chrec2:967233	58.4	80.4	0.147	-1.583	1
chrec2:201715	219.0	325.0	0.040	-1.304	1
chrec2:1466963	50.7	3.1	4.663	-1.216	1
chrec2:3211117	251.6	375.2	0.033	-1.216	1
chrec2:1994331	10707.7	16307.8	0.003	-1.092	1
chrec2:237238	48.0	5.5	3.741	-0.869	1
chrec2:1612548	67.8	102.6	0.011	-0.841	1
chrec2:3654293	44.6	39.1	0.800	-0.373	1
chrec2:3686392	42.1	11.5	2.486	-0.214	1
chrec2:2475612	40.0	7.3	3.059	-0.062	1
chrec2:2418678	34.7	4.2	3.646	0.000	1
chrec2:1085268	32.4	6.4	2.940	0.000	1
chrec2:2273218	31.0	5.1	3.225	0.000	1
chrec2:4002974	26.9	8.9	2.197	0.000	1
chrec2:1031867	18.6	3.8	2.907	0.000	1
chrec2:106522	18.1	8.3	1.730	0.000	1
chrec2:4577012	16.6	0.8	4.049	0.000	1
chrec2:3603619	13.7	13.6	0.613	0.000	1
chrec2:2730082	11.4	3.7	2.220	0.000	1
chrec2:3920515	7.7	3.1	1.931	0.000	1
chrec2:121660	7.5	0.4	2.900	0.000	1
chrec2:3377419	6.6	0.8	2.733	0.000	1
chrec2:3920497	4.9	2.7	1.475	0.000	1
chrec2:3427294	1251.3	15917.6	-3.059	0.000	1
chrec2:2817286	1111.9	2415.9	-0.510	0.000	1
chrec2:3693434	1011.8	13332.1	-3.110	0.000	1
chrec2:4212894	962.5	11926.8	-3.022	0.000	1
chrec2:3689782	874.4	14659.7	-3.458	0.000	1
chrec2:1748197	791.6	1364.0	-0.175	0.000	1
chrec2:2690005	790.2	1587.3	-0.397	0.000	1
chrec2:2725724	773.4	11464.4	-3.280	0.000	1
chrec2:3597043	751.1	10824.3	-3.240	0.000	1
chrec2:1990111	748.9	1456.3	-0.350	0.000	1
chrec2:3465801	745.8	12068.0	-3.407	0.000	1
chrec2:3467736	683.3	9321.5	-3.160	0.000	1
chrec2:2727511	655.0	8960.2	-3.164	0.000	1
chrec2:3426166	650.5	8802.3	-3.149	0.000	1
chrec2:228952	631.2	8048.3	-3.063	0.000	1
chrec2:3598553	623.2	8248.6	-3.117	0.000	1
chrec2:2727591	613.6	8421.8	-3.169	0.000	1
chrec2:3426062	597.8	7963.2	-3.126	0.000	1
chrec2:225987	583.1	8444.1	-3.246	0.000	1
chrec2:2726315	581.4	9388.4	-3.404	0.000	1
chrec2:3466698	568.4	9605.7	-3.469	0.000	1
chrec2:3467816	553.5	7701.0	-3.189	0.000	1
chrec2:4212946	547.5	8175.6	-3.291	0.000	1
chrec2:3598640	543.1	8241.1	-3.314	0.000	1
chrec2:3423416	530.6	9692.4	-3.582	0.000	1
chrec2:3691780	524.7	8443.4	-3.399	0.000	1
chrec2:4214536	515.9	7628.8	-3.277	0.000	1
chrec2:227931	496.3	7176.3	-3.244	0.000	1
chrec2:3691884	493.1	7698.5	-3.355	0.000	1
chrec2:4214576	481.7	7213.8	-3.295	0.000	1
chrec2:226069	462.8	7788.5	-3.463	0.000	1
chrec2:2725172	455.5	7164.4	-3.366	0.000	1
chrec2:3596117	453.8	8147.2	-3.556	0.000	1
chrec2:3690785	429.6	7153.3	-3.448	0.000	1
chrec2:3424399	426.2	7331.3	-3.495	0.000	1
chrec2:3424490	403.9	6465.5	-3.391	0.000	1
chrec2:3693379	381.4	6132.9	-3.397	0.000	1
chrec2:4215717	373.8	5408.8	-3.245	0.000	1
chrec2:4215668	367.8	5537.6	-3.303	0.000	1
chrec2:3596621	354.8	5649.2	-3.383	0.000	1
chrec2:227998	351.8	6188.6	-3.527	0.000	1
chrec2:4170096	351.2	635.1	-0.245	0.000	1
chrec2:3690866	350.5	6013.2	-3.491	0.000	1
chrec2:697111	348.9	3634.2	-2.771	0.000	1
chrec2:4216283	333.5	5237.3	-3.363	0.000	1
chrec2:3464968	331.3	6260.6	-3.630	0.000	1
chrec2:3466356	317.0	4946.7	-3.354	0.000	1
chrec2:227155	298.8	5328.3	-3.547	0.000	1
chrec2:3690344	285.2	4645.8	-3.416	0.000	1
chrec2:227437	278.3	3794.5	-3.159	0.000	1
chrec2:4216705	267.1	4675.0	-3.520	0.000	1
chrec2:3597479	257.4	3800.4	-3.274	0.000	1
chrec2:1994295	241.7	484.5	-0.394	0.000	1
chrec2:3425195	228.6	4007.4	-3.522	0.000	1
chrec2:3726349	211.1	1327.3	-2.043	0.000	1
chrec2:1993799	205.4	315.1	-0.008	0.000	1
chrec2:3243438	203.5	319.1	-0.039	0.000	1
chrec2:3066794	193.6	557.6	-0.917	0.000	1
chrec2:226953	184.5	3845.3	-3.772	0.000	1
chrec2:4193851	178.4	862.5	-1.664	0.000	1
chrec2:4192683	144.6	601.3	-1.447	0.000	1
chrec2:3321968	142.1	2475.3	-3.513	0.000	1
chrec2:3753794	105.0	170.3	-0.088	0.000	1
chrec2:1612422	103.5	215.3	-0.447	0.000	1
chrec2:3829016	93.3	485.0	-1.768	0.000	1
chrec2:4216443	84.4	1397.7	-3.439	0.000	1
chrec2:3378061	83.0	302.3	-1.255	0.000	1
chrec2:781482	80.3	1649.9	-3.752	0.000	1
chrec2:3307799	80.1	382.4	-1.646	0.000	1
chrec2:3423797	77.9	1662.7	-3.806	0.000	1
chrec2:3669955	62.2	129.9	-0.451	0.000	1
chrec2:1305927	57.8	197.5	-1.163	0.000	1
chrec2:2997698	3.1	2.3	1.083	0.000	1
chrec2:4387291	1.7	1.1	1.287	0.000	1
